Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Elie;22;19;1
Eliel;3448;2954;3
Elieser;18;16;1
Eliezer;8;8;0
Eligius;8;9;0
Elija;16;14;1
Elijah;176;148;2
Elijas;51;48;1
Elim;9;8;0
Elio;23;17;1
Elion;35;27;1
Eliot;229;205;2
Eliott;18;14;1
Elis;1499;1466;3
Elisei;11;8;1
Eliseo;7;6;0
Eliyas;5;5;0
Elja;258;244;2
Eljakim;9;8;0
Eljami;13;10;1
Eljan;6;0;0
Eljas;2610;2595;3
Eljon;6;5;0
Ella;7;0;0
Ellert;13;13;1
Elliot;1253;1058;3
Ellioth;5;5;0
Elliott;75;64;1
Ellis;37;32;1
Elmar;60;57;1
Elmedin;9;7;0
Elmer;961;902;2
Elmeri;9804;9396;3
Elmi;34;33;1
Elmin;12;9;1
Elmo;2155;1982;3
Elo;401;372;2
Elof;266;271;2
Eloi;12;8;1
Elon;61;56;1
Elov;5;5;0
Eloy;6;0;0
Elrik;5;0;0
Elroy;5;5;0
Elsayed;39;32;1
Elshiekh;5;5;0
Elton;182;149;2
Elvar;20;13;1
Elvari;5;5;0
Elvedin;6;5;0
Elvin;185;127;2
Elving;9;6;0
Elvis;327;306;2
Elwin;27;18;1
Elwood;10;8;1
Elyas;38;33;1
Elyes;6;5;0
Emad;34;26;1
Eman;8;6;0
Emanuel;1068;1046;3
Emanuele;14;13;1
Emeka;29;28;1
Emel;28;20;1
Emenike;5;5;0
Emeric;5;0;0
Emerick;9;8;0
Emerik;151;144;2
Emerson;16;15;1
Emery;8;0;0
Emiel;79;45;1
Emil;18819;17745;4
Émil;12;12;1
Emile;60;55;1
Émile;15;13;1
Emilia;17;10;1
Emilian;22;18;1
Emiliano;33;32;1
Emilien;8;6;0
Emilio;335;293;2
Emin;85;71;1
Emir;199;175;2
Emirhan;10;9;1
Emmanouil;13;11;1
Emmanuel;354;316;2
Emmanuil;14;14;1
Emmet;14;14;1
Emmett;34;26;1
Emppu;114;113;2
Emrah;25;23;1
Emran;29;25;1
Emre;170;164;2
Emrik;20;16;1
Enar;11;11;1
Endel;13;11;1
Ender;5;5;0
Endi;6;5;0
Endre;8;8;0
Endrit;14;13;1
Enea;7;5;0
Eneas;9;9;0
Ener;10;11;1
Enes;51;46;1
Engelbert;124;122;2
Engelbrekt;39;37;1
Engin;16;14;1
Eniola;8;6;0
Enis;36;35;1
Enki;8;7;0
Enn;6;6;0
Ennio;19;15;1
Enno;11;9;1
Ennu;7;7;0
Enoch;11;11;1
Enok;110;104;2
Enri;5;5;0
Enric;5;5;0
Enrico;70;71;1
Enrik;19;18;1
Enrike;5;5;0
Enrique;102;97;2
Ensar;32;28;1
Ensi;61;67;1
Ensio;28335;29307;4
Ensiö;44;45;1
Enso;31;31;1
Enssi;6;7;0
Ensti;33;31;1
Enver;41;38;1
Enzio;35;31;1
Enzo;111;100;2
Eoin;5;0;0
Ephraim;10;9;1
Ephrem;6;0;0
Eppe;6;5;0
Eppu;650;613;2
Eppu-Oskari;7;7;0
Era;8;8;0
Eran;7;7;0
Erasmus;59;54;1
Erblin;6;6;0
Ercan;13;13;1
Erdal;18;20;1
Erdem;19;17;1
Erdi;10;9;1
Erdogan;8;8;0
Ere;84;81;1
Eren;58;47;1
Erez;5;5;0
Erfan;30;28;1
Ergin;8;8;0
Ergo;5;5;0
Erhan;14;12;1
Erhard;62;62;1
Eri;7;7;0
Eric;2056;1989;3
Erich;95;94;1
Erick;42;36;1
Erik;25050;25062;4
Erikinpoika;10;10;1
Erik-Mikael;10;10;1
Erin;7;6;0
Erion;13;13;1
Eris;9;9;0
Erjo;8;9;0
Erjon;9;9;0
Erkan;38;37;1
Erkanpoika;5;5;0
Erki;11;9;1
Erkinpoika;135;137;2
Erkka;1060;1056;3
Erkka-Pekka;16;16;1
Erkka-Ville;6;6;0
Erkki;30985;32802;4
Erkki-Juhani;16;17;1
Erkki-Jussi;13;14;1
Erkki-Mikael;25;25;1
Erkki-Olavi;7;7;0
Erkki-Pekka;15;15;1
Erkki-Sakari;5;5;0
Erkko;377;378;2
Erko;16;16;1
Erland;603;606;2
Erlend;6;6;0
Erling;121;118;2
Ermal;7;7;0
Ermei;5;5;0
Ermias;9;7;0
Ermin;8;8;0
Ermir;6;6;0
Ermo;70;74;1
Ernad;5;5;0
Erne;8;8;0
Ernes;5;5;0
Ernest;275;266;2
Ernesti;321;323;2
Ernesto;128;125;2
Ernfrid;94;98;1
Erni;10;10;1
Erno;1699;1697;3
Ernonpoika;8;8;0
Erno-Pekka;6;6;0
Ernst;595;596;2
Ernsti;0;5;0
Ero;7;5;0
Erol;44;44;1
Eron;12;11;1
Eros;15;16;1
Erpo;52;55;1
Errol;10;10;1
Ersin;10;11;1
Ertan;9;8;0
Erto;8;9;0
Ervi;5;6;0
Ervin;45;42;1
Ervo;48;53;1
Erwin;55;52;1
Esa;19228;19690;4
Esad;9;8;0
Esa-Heikki;8;8;0
Esaia;6;5;0
Esaias;484;487;2
Esaijas;5;5;0
Esajas;25;21;1
Esa-Juhani;5;5;0
Esa-Jukka;8;8;0
Esa-Jussi;12;12;1
Esam;19;14;1
Esamatti;14;14;1
Esa-Matti;156;158;2
Esa-Mikko;7;7;0
Esanpoika;122;120;2
Esapekka;19;19;1
Esa-Pekka;312;316;2
Esa-Petri;12;12;1
Esa-Petteri;24;24;1
Esa-Sakari;5;5;0
Esat;9;9;0
Esa-Tapio;13;13;1
Esau;6;5;0
Esa-Veikko;6;6;0
Esa-Veli;5;5;0
Esa-Ville;9;9;0
Esben;5;0;0
Esbjörn;9;9;0
Eser;6;6;0
Eska;5;0;0
Eskeli;15;16;1
Eskil;296;290;2
Eskild;5;5;0
Esko;17217;18269;4
Esko-Juhani;10;10;1
Esko-Matti;8;8;0
Eskonpoika;66;66;1
Esko-Pekka;7;8;0
Eslam;0;5;0
Esmail;13;13;1
Esmo;5;5;0
Esosa;7;7;0
Espen;38;32;1
Esper;6;5;0
Esra;25;22;1
Essa;15;14;1
Essam;16;14;1
Esse;7;7;0
Esteban;47;46;1
Estefan;5;5;0
Esu;18;18;1
Ethan;183;167;2
Eti;8;8;0
Etienne;21;19;1
Etin;5;0;0
Ettore;8;7;0
Etvi;12;13;1
Eugen;499;519;2
Eugén;58;62;1
Eugene;54;51;1
Eugéne;6;6;0
Eugène;5;0;0
Eugenij;5;5;0
Eugenio;13;13;1
Evald;599;587;2
Evan;184;152;2
Evander;7;6;0
Evangelos;23;22;1
Evans;10;7;1
Even;18;14;1
Everest;7;0;0
Everett;20;15;1
Everi;12;11;1
Evert;2273;2205;3
Evertti;19;20;1
Evgeni;49;47;1
Evgenii;41;31;1
Evgenij;10;11;1
Evgeny;135;130;2
Evgueni;24;24;1
Evin;6;0;0
Evind;10;11;1
Evren;11;8;1
Ewald;47;41;1
Ewan;31;30;1
Ewen;5;5;0
Ewert;42;39;1
Eyad;5;0;0
Eyal;15;15;1
Eyman;10;6;1
Eymen;16;14;1
Eyob;7;7;0
Eyolf;21;23;1
Eyvind;15;14;1
Eyüp;6;6;0
Ezekiel;33;23;1
Ezel;10;8;1
Ezequiel;7;6;0
Ezra;52;41;1
Ezzat;9;0;0
Ezzulddin;5;0;0
F.;8;8;0
Faarah;11;11;1
Fabian;587;574;2
Fabien;10;8;1
Fabio;41;38;1
Fabrice;7;7;0
Fabricio;6;6;0
Fabrizio;6;6;0
Fadel;21;19;1
Fadhel;6;5;0
Fadhil;31;26;1
Fadi;34;28;1
Fadil;27;24;1
Fady;5;5;0
Faeq;7;5;0
Faez;7;0;0
Fahad;64;47;1
Fahd;8;8;0
Fahed;5;6;0
Faheem;6;5;0
Fahim;20;19;1
Fahmi;5;0;0
Fahri;10;9;1
Fahrudin;6;5;0
Faik;11;9;1
Faisal;106;102;2
Faiz;11;10;1
Faizan;5;0;0
Fakher;7;7;0
Falah;20;14;1
Faleh;7;7;0
Falih;5;0;0
Fallou;7;6;0
Fang;5;5;0
Faouzi;7;7;0
Farag;7;6;0
Farah;100;95;2
Faraj;11;10;1
Faramarz;5;5;0
Faraz;5;0;0
Farbod;5;5;0
Fardin;10;10;1
Fareed;11;11;1
Fares;18;16;1
Farhaan;11;9;1
Farhad;55;47;1
Farhan;88;68;1
Farhang;6;6;0
Farhat;5;5;0
Farid;59;56;1
Faris;35;33;1
Farooq;11;9;1
Farouk;17;16;1
Farshad;10;9;1
Farshid;7;6;0
Faruk;47;44;1
Faruq;5;0;0
Farzad;21;19;1
Fatah;17;17;1
Fateh;8;6;0
Fathi;16;14;1
Fathy;7;5;0
Fatih;50;46;1
Fatlum;7;7;0
Fatmir;27;27;1
Faton;19;18;1
Fatos;12;12;1
Fattah;11;9;1
Faustin;9;7;0
Fausto;5;5;0
Fawaz;5;0;0
Fawzi;14;11;1
Faycal;5;5;0
Faysal;38;35;1
Fazal;6;5;0
Fazel;10;9;1
Federico;47;46;1
Fedi;7;8;0
Fedja;27;23;1
Fedor;52;45;1
Feeli;62;54;1
Feeliks;74;78;1
Feelis;8;7;0
Feelix;29;26;1
Feeti;10;11;1
Feetu;70;67;1
Fehmi;15;14;1
Fei;5;5;0
Feija;37;41;1
Feisal;12;12;1
Felice;9;7;0
Feliks;231;237;2
Felipe;91;88;1
Felis;5;5;0
Felix;2284;2097;3
Félix;23;20;1
Femi;7;6;0
Feng;9;8;0
Fenix;29;26;1
Fenris;8;8;0
Feodor;114;109;2
Ferat;5;5;0
Ferdi;6;0;0
Ferdinand;683;660;2
Ferdinant;6;6;0
Ferenc;26;25;1
Fergus;5;5;0
Ferhat;37;34;1
Ferid;7;7;0
Ferit;10;11;1
Feriz;5;6;0
Fernand;7;7;0
Fernando;142;133;2
Ferran;5;0;0
Ferry;6;6;0
Festim;6;6;0
Festus;7;7;0
Fethi;8;8;0
Feudor;10;9;1
Fevzi;11;10;1
Feysal;5;5;0
Feyzi;5;0;0
Fidaim;6;5;0
Fidan;12;11;1
Fidel;44;41;1
Figo;5;5;0
Fiilus;13;13;1
Fikret;20;19;1
Filemon;170;169;2
Filip;1258;1181;3
Filipe;15;15;1
Filiph;12;12;1
Filipp;48;48;1
Filippo;32;31;1
Filippos;11;10;1
Filippus;31;30;1
Filo;5;5;0
Filpus;5;5;0
Fingal;17;17;1
Finlay;21;20;1
Finley;26;22;1
Finn;229;211;2
Finnegan;8;7;0
Fionn;28;26;1
Firas;41;33;1
Firat;22;19;1
Fisnik;12;11;1
Fitim;16;14;1
Fitzgerald;7;7;0
Fjalar;255;270;2
Fjodor;14;14;1
Flamur;9;8;0
Flavio;12;12;1
Flego;6;7;0
Flemming;6;7;0
Florent;16;13;1
Florentin;26;26;1
Florentino;5;0;0
Florian;99;92;1
Florim;10;10;1
Florin;11;9;1
Florio;7;7;0
Floris;5;5;0
Floyd;14;13;1
Flynn;17;14;1
Foad;7;7;0
Foday;7;7;0
Folke;381;386;2
Folkern;14;13;1
Forat;6;5;0
Forest;8;6;0
Fortune;7;5;0
Fouad;48;47;1
Fox;21;18;1
Fozi;8;8;0
Fraenk;6;6;0
Franc;5;5;0
Francesco;105;100;2
Francis;220;200;2
Francisco;149;140;2
Franciscus;13;12;1
Franck;16;16;1
Franco;34;33;1
Francois;31;30;1
François;31;28;1
Frank;777;740;2
Franklin;32;31;1
Franklyn;6;6;0
Frans;4105;3849;3
Frans-Eemil;10;10;1
Frans-Emil;26;26;1
Frans-Erik;9;9;0
Frans-Oscar;7;7;0
Frans-Oskar;5;5;0
Frantisek;6;6;0
Franz;166;160;2
Fraser;9;8;0
Fred;232;230;2
Freddie;32;31;1
Freddy;53;50;1
Frederic;20;20;1
Frédéric;26;26;1
Frederick;119;109;2
Frederik;103;96;2
Fredi;15;13;1
Fredric;85;86;1
Fredrich;7;8;0
Fredrick;45;45;1
Fredrik;5024;5028;3
Fredrikki;8;8;0
Fredriksson;5;5;0
Fredy;5;5;0
Freeti;5;5;0
Frej;263;259;2
Frejvid;31;33;1
Frey;44;41;1
Freyr;8;5;0
Freyvid;7;7;0
Fride;31;30;1
Fridiof;5;5;0
Fridjof;5;5;0
Fridolf;135;137;2
Fridolin;14;14;1
Friedrich;93;85;1
Frithiof;44;46;1
Fritiof;75;78;1
Fritjof;58;59;1
Frits;9;11;0
Fritz;91;90;1
Frode;9;8;0
Fu;5;5;0
Fuaad;18;18;1
Fuad;58;56;1
Fuat;10;11;1
Fung;5;0;0
Furkan;35;33;1
Furqan;7;6;0
Fynn;12;11;1
Gaabriel;37;36;1
Gabor;10;10;1
Gábor;15;14;1
Gabriel;4058;3721;3
Gabriele;24;24;1
Gad;7;7;0
Gadi;5;0;0
Gael;29;22;1
Gaël;8;7;0
Gaetano;8;8;0
Gagan;5;5;0
Gaius;38;38;1
Gal;7;6;0
Galal;8;8;0
Gamal;14;12;1
Ganesh;9;9;0
Gang;6;6;0
Gani;14;14;1
Garcia;5;0;0
Gard;6;6;0
Gareth;12;10;1
Garri;6;6;0
Garth;6;5;0
Gary;54;53;1
Gaspard;8;7;0
Gaston;21;20;1
Gaurav;10;10;1
Gautam;5;5;0
Gavin;22;21;1
Gavriel;8;6;0
Gavriil;8;8;0
Gay;13;12;1
Gazmend;11;11;1
Ge;7;6;0
Geir;19;19;1
Genc;5;5;0
Gene;10;9;1
Gennadi;34;36;1
Gennadii;6;5;0
Gennadij;0;5;0
Gennady;19;19;1
Gent;5;5;0
Gentian;7;7;0
Gentrit;7;7;0
Geo;8;6;0
Geoffrey;31;30;1
Georg;1252;1274;3
George;435;424;2
Georges;62;60;1
Georgi;67;64;1
Georgiev;11;11;1
Georgii;24;21;1
Georgij;43;44;1
Georgios;105;101;2
Georgy;25;24;1
Gerald;60;59;1
Gerard;39;38;1
Gérard;13;12;1
Gerardo;9;7;0
Gerardus;10;10;1
Gerd;13;13;1
Gergely;7;7;0
Gerhard;246;256;2
German;49;44;1
Germund;11;11;1
Gerold;5;5;0
Geronimo;12;12;1
Gerrit;10;10;1
Gerry;5;5;0
Gert;52;52;1
Géza;9;9;0
Gezim;9;9;0
Ghafour;5;0;0
Ghaith;9;8;0
Ghaleb;8;8;0
Ghali;7;6;0
Ghalib;13;11;1
Ghani;6;6;0
Ghanim;5;0;0
Gharib;11;10;1
Ghasem;5;5;0
Ghassan;29;23;1
Ghazi;25;18;1
Ghazwan;12;7;1
Gheorghe;17;15;1
Gholam;31;26;1
Ghulam;20;18;1
Gia;49;45;1
Giacomo;20;18;1
Gian;16;15;1
Giancarlo;9;10;0
Giang;7;5;0
Gianluca;12;11;1
Gianluigi;5;5;0
Gianmarco;6;6;0
Gianni;13;13;1
Gibril;10;8;1
Gideon;196;185;2
Gil;11;11;1
Gilad;6;6;0
Gilbert;107;110;2
Gilberto;7;7;0
Gillis;12;12;1
Gino;15;15;1
Giordano;5;5;0
Giorgi;7;6;0
Giorgio;16;15;1
Giorgos;8;8;0
Giovanni;81;78;1
Girma;6;6;0
Gitau;5;5;0
Giuliano;7;7;0
Giulio;19;19;1
Giuseppe;69;66;1
Gleb;58;52;1
Glen;71;67;1
Glenn;257;256;2
Godfrey;6;6;0
Godswill;5;0;0
Godwin;10;8;1
Golam;5;5;0
Gonzalo;17;14;1
Gopal;8;7;0
Goran;37;35;1
Gordon;65;62;1
Gorgees;8;8;0
Gottfrid;181;192;2
Gottfried;19;20;1
Gotthard;45;48;1
Gottlieb;13;13;1
Graeme;9;9;0
Graham;32;26;1
Granit;13;12;1
Grant;23;22;1
Grayson;7;0;0
Greg;8;7;0
Greger;236;237;2
Gregor;27;23;1
Gregori;11;11;1
Gregorio;19;18;1
Gregorius;37;35;1
Gregory;79;72;1
Grekorius;5;5;0
Grels;20;20;1
Grey;9;7;0
Griffin;7;6;0
Grigori;53;51;1
Grigorii;10;8;1
Grigorij;0;5;0
Grigory;22;21;1
Grim;13;10;1
Gristian;7;7;0
Grzegorz;7;6;0
Gudmund;16;16;1
Guennadi;10;11;1
Guglielmo;7;7;0
Guhad;5;5;0
Gui;7;6;0
Guido;53;53;1
Guilherme;10;7;1
Guillaume;16;14;1
Guillermo;35;33;1
Gul;6;7;0
Guled;29;28;1
Guleed;7;5;0
Gunbert;7;7;0
Gunder;44;45;1
Gunhard;15;15;1
Gunnar;3948;4106;3
Gunnari;58;62;1
Gunnarson;10;10;1
Gunnarsson;27;30;1
Gunter;8;8;0
Gunvald;21;23;1
Guo;6;6;0
Gustaf;1614;1657;3
Gustaf-Adolf;9;9;0
Gustav;4313;4334;3
Gustav-Adolf;8;9;0
Gustave;11;11;1
Gustavo;44;41;1
Gusten;10;10;1
Guy;571;589;2
Guy-Erik;14;14;1
Güney;5;5;0
Günter;19;20;1
Günther;20;20;1
Gyula;7;7;0
György;5;5;0
Gzim;6;6;0
Gökhan;21;21;1
Göran;3020;3143;3
Göransson;18;18;1
Görgen;6;7;0
Gösta;623;651;2
Göte;81;82;1
H;6;6;0
H.;17;16;1
Ha;6;6;0
Haakon;82;77;1
Haarun;8;8;0
Haaruun;10;9;1
Haashim;6;6;0
Habib;74;68;1
Habibullah;5;0;0
Habtamu;7;6;0
Haci;12;12;1
Hadi;117;92;2
Hafid;7;5;0
Hafidh;12;12;1
Hafiz;9;8;0
Hafizullah;0;5;0
Hagen;5;5;0
Hagi;19;19;1
Hai;77;70;1
Haidar;95;84;1
Haider;59;40;1
Haiku;9;5;0
Haile;8;7;0
Hailu;5;0;0
Haim;11;11;1
Haitham;29;22;1
Hajdar;5;0;0
Haji;32;26;1
Hajrudin;5;5;0
Hakan;55;56;1
Hakeem;7;7;0
Haki;8;7;0
Hakim;78;78;1
Hakki;13;13;1
Hakon;41;39;1
Haldor;5;6;0
Halfdan;7;7;0
Halid;14;13;1
Halil;48;42;1
Halim;15;14;1
Halit;12;11;1
Halmat;8;7;0
Halo;5;5;0
Halti;96;86;1
Haluk;5;5;0
Halvar;15;13;1
Halvard;0;5;0
Hamad;20;17;1
Hamada;5;0;0
Hamadi;5;6;0
Hamdan;13;8;1
Hamdi;28;26;1
Hamdy;12;8;1
Hamed;58;53;1
Hameed;26;19;1
Hamid;134;127;2
Hamidullah;10;9;1
Hamilkar;9;9;0
Hamilton;19;16;1
Hamish;16;16;1
Hamit;10;10;1
Hammad;8;7;0
Hampus;155;154;2
Hamsa;30;28;1
Hamse;33;31;1
Hamza;270;231;2
Hamzah;18;17;1
Hamze;20;16;1
Han;36;32;1
Hanad;53;49;1
Hanan;6;6;0
Handren;5;5;0
Hang;6;6;0
Hani;38;37;1
Hanif;8;8;0
Hank;8;6;0
Hanna;11;10;1
Hanne;19;21;1
Hanneksenpoika;5;5;0
Hannes;3545;3509;3
Hannibal;11;11;1
Hanno;80;80;1
Hanns;7;7;0
Hannu;32831;33796;4
Hannu-Heikki;20;20;1
Hannu-Matias;5;5;0
Hannu-Matti;38;37;1
Hannunpoika;292;290;2
Hannu-Pekka;300;302;2
Hannu-Petteri;9;9;0
Hannu-Tapani;8;8;0
Hannu-Tapio;9;10;0
Hans;3716;3768;3
Hans-Anders;6;6;0
Hans-Christer;5;5;0
Hans-Christian;15;15;1
Hans-Eric;5;5;0
Hans-Erik;145;145;2
Hans-Göran;21;21;1
Hans-Henrik;14;14;1
Hansi;14;14;1
Hans-Joachim;5;5;0
Hans-Johan;7;7;0
Hans-Jürgen;5;5;0
Hanski;5;6;0
Hans-Mikael;8;8;0
Hans-Olav;5;5;0
Hans-Ole;6;6;0
Hans-Olof;24;24;1
Hans-Ove;6;6;0
Hans-Peter;39;40;1
Hanssi;8;8;0
Hansson;8;8;0
Hany;19;18;1
Hao;42;39;1
Haq;5;5;0
Haralambos;5;5;0
Harald;1285;1280;3
Haraldsson;6;8;0
Harbi;8;6;0
Harde;5;5;0
Hardi;14;15;1
Harding;15;15;1
Hardy;42;43;1
Harel;6;5;0
Harem;6;5;0
Hari;23;23;1
Haris;50;48;1
Harith;7;0;0
Hariton;5;5;0
Harley;27;26;1
Harold;58;54;1
Haron;18;18;1
Haroon;12;11;1
Haroun;24;20;1
Harpreet;5;5;0
Harras;66;71;1
Harri;21530;21916;4
Harri-Juhani;6;7;0
Harri-Matti;8;8;0
Harrinpoika;180;180;2
Harri-Pekka;69;70;1
Harri-Petteri;6;6;0
Harris;15;14;1
Harrison;63;55;1
Harri-Tapani;5;5;0
Harri-Tapio;6;6;0
Harro;14;14;1
Harry;3158;3250;3
Harrynpoika;6;5;0
Harry-Pekka;5;5;0
Harrysson;7;7;0
Hartmut;9;8;0
Harto;137;139;2
Hartte;6;6;0
Hartti;39;39;1
Harttu;7;7;0
Hartvig;8;8;0
Haru;8;0;0
Haruki;6;5;0
Harun;61;52;1
Harvey;13;10;1
Hasan;338;285;2
Haseeb;6;6;0
Hasen;10;10;1
Hashem;19;18;1
Hashi;24;24;1
Hashim;99;86;1
Hashir;6;5;0
Hasibullah;5;5;0
Hasim;7;7;0
Hassan;801;739;2
Hassane;7;7;0
Hasse;106;108;2
Hassel;7;6;0
Hassen;19;19;1
Hassoon;6;5;0
Hatem;35;31;1
Hatim;7;7;0
Hau;6;6;0
Haukar;6;5;0
Haure;5;5;0
Haval;11;9;1
Havu;154;120;2
Hawal;5;5;0
Hawar;6;6;0
Hawkar;15;15;1
Hawre;8;7;0
Hay;5;5;0
Hayato;5;5;0
Haydar;26;24;1
Hayden;19;17;1
Hayder;65;44;1
Hayrettin;9;8;0
Haytham;7;6;0
Hazar;11;10;1
Hazem;12;10;1
Hazim;10;8;1
He;5;5;0
Heandarat;9;8;0
Heath;6;5;0
Hector;77;68;1
Héctor;5;5;0
Hedi;19;18;1
Hege;7;7;0
Heidar;7;7;0
Heigo;6;5;0
Heiki;13;12;1
Heikinpoika;368;363;2
Heikka;15;14;1
Heikki;49892;51364;4
Heikki-Johannes;5;5;0
Heikki-Juhani;20;20;1
Heikki-Jussi;11;10;1
Heikki-Matti;15;15;1
Heikki-Mikael;8;9;0
Heikki-Oskari;5;5;0
Heikki-Pekka;32;33;1
Heikki-Petteri;6;6;0
Heikki-Tapio;15;15;1
Heikki-Veli;7;7;0
Heiko;9;8;0
Heimer;62;65;1
Heimo;3505;3707;3
Heimonpoika;5;5;0
Hein;5;5;0
Heiner;12;14;1
Heineri;6;6;0
Heino;1412;1476;3
Heinrich;94;92;1
Heinz;50;53;1
Heka;8;8;0
Hekmat;5;5;0
Hektor;39;37;1
Heldur;5;5;0
Helge;1476;1586;3
Helger;6;6;0
Helios;6;5;0
Heljo;20;22;1
Helke;31;36;1
Helle;7;6;0
Helling;0;6;0
Hellmuth;6;5;0
Helmer;891;930;2
Helmeri;519;502;2
Helmut;48;50;1
Helmuth;15;17;1
Hemen;9;8;0
Hemi;32;26;1
Hemin;5;5;0
Hemmi;351;335;2
Hemming;388;400;2
Hemminki;391;394;2
Hemmo;775;782;2
Hemn;9;8;0
Hendri;7;7;0
Hendrik;143;138;2
Hendrikus;0;5;0
Hendrix;12;10;1
Hendry;29;31;1
Heng;9;8;0
Henk;5;5;0
Henkka;22;22;1
Henning;203;198;2
Henno;25;28;1
Henok;12;12;1
Henri;15635;15588;4
Henric;74;70;1
Henrich;5;5;0
Henrick;15;15;1
Henrico;6;6;0
Henricus;5;5;0
Henrik;35697;35672;4
Henrikinpoika;24;23;1
Henrikki;5888;6039;3
Henriksson;12;11;1
Henri-Markus;6;6;0
Henri-Matias;10;10;1
Henri-Mikael;13;13;1
Henrinpoika;56;50;1
Henri-Pekka;28;28;1
Henri-Petteri;8;8;0
Henrique;16;17;1
Henry;6568;6608;3
Henryk;27;26;1
Henrynpoika;15;15;1
Henteri;47;47;1
Henterikki;5;5;0
Hentrik;5;5;0
Hentry;6;6;0
Heppu;48;43;1
Herbert;558;580;2
Herbertti;5;5;0
Hercules;7;6;0
Heribert;27;24;1
Herkko;405;394;2
Herkules;13;13;1
Herman;4595;4612;3
Hermann;163;160;2
Hermanni;8183;8113;3
Hermanninpoika;6;6;0
Hermes;18;15;1
Hernan;9;9;0
Hero;8;7;0
Herold;7;7;0
Herpertti;12;11;1
Herrick;15;13;1
Hersh;6;6;0
Hersi;13;11;1
Hesam;8;6;0
Hesekiel;28;27;1
Hesham;14;12;1
Hesse;9;9;0
Hessu;35;32;1
Hewa;6;6;0
Hicham;30;28;1
Hideki;5;5;0
Hien;18;18;1
Hiep;13;13;1
Hieronymus;0;5;0
Hieu;52;44;1
Hikmet;6;6;0
Hilal;7;6;0
Hilari;11;11;1
Hilarius;33;32;1
Hilbert;0;5;0
Hilding;426;450;2
Hille;14;14;1
Hillel;5;5;0
Hillervo;6;6;0
Hilmer;33;34;1
Hilmeri;10;8;1
Hilmi;16;12;1
Hilpas;10;11;1
Hilpi;15;15;1
Him;7;7;0
Hin;9;9;0
Hindrik;5;5;0
Hing;8;8;0
Hiro;9;8;0
Hiroshi;6;6;0
Hirsch;6;6;0
Hirsi;10;10;1
Hirvo;5;6;0
Hisham;37;33;1
Hiski;218;214;2
Hiskia;11;10;1
Hiskias;77;80;1
Hiwa;25;20;1
Hjalmar;929;927;2
Hjalmari;32;32;1
Hjalte;14;15;1
Hla;7;8;0
Ho;17;17;1
Hoa;27;26;1
Hoai;11;12;1
Hoang;126;116;2
Hoàng;6;5;0
Hocine;6;6;0
Hogr;6;0;0
Hoi;0;5;0
Holden;6;6;0
Holger;842;891;2
Holgersson;18;21;1
Homer;5;5;0
Hon;5;0;0
Hong;68;68;1
Hook;5;5;0
Hope;6;5;0
Hoque;5;5;0
Horacio;6;5;0
Horatio;7;7;0
Horst;28;30;1
Hosam;6;5;0
Hosea;8;6;0
Hosein;12;9;1
Hosni;11;8;1
Hossain;41;40;1
Hossam;10;10;1
Hossein;60;54;1
Houcine;6;5;0
Houssam;7;8;0
Howard;32;32;1
Hozan;7;7;0
Hristo;10;11;1
Hristov;10;10;1
Htay;5;0;0
Htet;6;6;0
Htoo;36;34;1
Hua;10;10;1
Huan;10;8;1
Huba;5;5;0
Hubert;87;76;1
Hubertus;26;26;1
Hudeifa;5;0;0
Hudson;11;9;1
Hugh;25;23;1
Hugo;5349;4764;3
Hui;5;5;0
Huima;22;19;1
Humam;6;0;0
Humberto;18;16;1
Humphrey;6;0;0
Hunar;10;8;1
Huner;10;10;1
Hung;97;94;1
Hunor;9;8;0
Hunter;28;24;1
Huoti;5;5;0
Husain;5;5;0
Husam;40;28;1
Husamaldin;5;5;0
Huseen;16;14;1
Husein;45;39;1
Husen;7;6;0
Huseyin;6;5;0
Husham;8;5;0
Hussain;98;86;1
Hussam;14;10;1
Hussein;600;505;2
Hussen;11;11;1
Hussien;8;5;0
Hussin;5;0;0
Huu;54;52;1
Huugo;281;285;2
Huuko;126;118;2
Huvi;13;12;1
Huy;79;69;1
Huynh;8;7;0
Hüseyin;55;52;1
Håkan;1731;1777;3
Håkansson;13;13;1
Håkon;6;6;0
I.;8;6;0
Iain;11;10;1
Iakov;8;8;0
Ian;405;368;2
Iaroslav;8;6;0
Iason;10;9;1
Ibn;17;16;1
Ibnu;5;5;0
Ibraahiim;5;0;0
Ibraahim;17;15;1
Ibragim;7;6;0
Ibraheem;6;6;0
Ibrahim;851;736;2
Ibrahima;15;14;1
Idan;9;8;0
Idir;9;9;0
Idiris;38;34;1
Idor;16;16;1
Idrees;7;6;0
Idris;105;80;2
Idriss;13;12;1
Idrissa;5;0;0
Ifeanyi;15;15;1
Ifeoluwa;5;0;0
Iftikhar;6;6;0
Iggy;7;6;0
Ignacio;27;26;1
Ignat;10;7;1
Ignati;5;5;0
Ignatius;14;16;1
Igor;471;445;2
Igorevich;6;5;0
Ihab;29;25;1
Ihanto;6;7;0
Ihsan;26;20;1
II;5;5;0
Iidor;6;6;0
Iika;8;8;0
Iikanpoika;6;6;0
Iikka;1360;1337;3
Iikko;10;10;1
Iipo;24;23;1
Iippo;41;40;1
